UNITID,CONTROL,INSTNM,ADMIN_TYPE,CIPCODE,CIPDESC,CREDLEV,POSTGRAD,EARN_MDN_HI_1YR,SALARY_GT_40
100663,Public,University of Alabama at Birmingham,1,2701,Mathematics.,3,0,36848,0
100663,Public,University of Alabama at Birmingham,1,3006,Systems Science and Theory.,5,1,97071,1
100663,Public,University of Alabama at Birmingham,1,3019,Nutrition Sciences.,5,1,45794,1
100663,Public,University of Alabama at Birmingham,1,4005,Chemistry.,3,0,35060,0
100663,Public,University of Alabama at Birmingham,1,4201,"Psychology, General.",3,0,29374,0
100663,Public,University of Alabama at Birmingham,1,4301,Criminal Justice and Corrections.,3,0,33077,0
100663,Public,University of Alabama at Birmingham,1,4404,Public Administration.,5,1,45852,1
100663,Public,University of Alabama at Birmingham,1,4407,Social Work.,3,0,29866,0
100663,Public,University of Alabama at Birmingham,1,4502,Anthropology.,3,0,32925,0
100663,Public,University of Alabama at Birmingham,1,4510,Political Science and Government.,3,0,29685,0
100663,Public,University of Alabama at Birmingham,1,4511,Sociology.,3,0,31581,0
100663,Public,University of Alabama at Birmingham,1,4599,"Social Sciences, Other.",3,0,31133,0
100663,Public,University of Alabama at Birmingham,1,5005,Drama/Theatre Arts and Stagecraft.,3,0,21052,0
100663,Public,University of Alabama at Birmingham,1,5007,Fine and Studio Arts.,3,0,19358,0
100663,Public,University of Alabama at Birmingham,1,5100,"Health Services/Allied Health/Health Sciences, General.",3,0,26353,0
100663,Public,University of Alabama at Birmingham,1,5104,Dentistry.,7,1,124271,1
100663,Public,University of Alabama at Birmingham,1,5105,Advanced/Graduate Dentistry and Oral Sciences.,8,1,178151,1
100663,Public,University of Alabama at Birmingham,1,5106,Dental Support Services and Allied Professions.,1,0,24532,0
100663,Public,University of Alabama at Birmingham,1,5107,Health and Medical Administrative Services.,3,0,38289,0
100663,Public,University of Alabama at Birmingham,1,5107,Health and Medical Administrative Services.,5,1,91274,1
100663,Public,University of Alabama at Birmingham,1,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",3,0,44356,1
100663,Public,University of Alabama at Birmingham,1,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",5,1,99702,1
100663,Public,University of Alabama at Birmingham,1,5110,Clinical/Medical Laboratory Science/Research and Allied Professions.,5,1,54910,1
100663,Public,University of Alabama at Birmingham,1,5112,Medicine.,7,1,52941,1
100663,Public,University of Alabama at Birmingham,1,5117,Optometry.,7,1,97313,1
100663,Public,University of Alabama at Birmingham,1,5122,Public Health.,3,0,26739,0
100663,Public,University of Alabama at Birmingham,1,5122,Public Health.,5,1,53537,1
100663,Public,University of Alabama at Birmingham,1,5123,Rehabilitation and Therapeutic Professions.,5,1,66969,1
100663,Public,University of Alabama at Birmingham,1,5123,Rehabilitation and Therapeutic Professions.,6,1,69785,1
100663,Public,University of Alabama at Birmingham,1,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,0,53916,1
100663,Public,University of Alabama at Birmingham,1,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",5,1,92804,1
100663,Public,University of Alabama at Birmingham,1,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",6,1,120762,1
100663,Public,University of Alabama at Birmingham,1,5202,"Business Administration, Management and Operations.",3,0,44495,1
100663,Public,University of Alabama at Birmingham,1,5202,"Business Administration, Management and Operations.",5,1,67202,1
100663,Public,University of Alabama at Birmingham,1,5203,Accounting and Related Services.,3,0,49990,1
100663,Public,University of Alabama at Birmingham,1,5203,Accounting and Related Services.,5,1,59834,1
100663,Public,University of Alabama at Birmingham,1,5206,Business/Managerial Economics.,3,0,33281,0
100663,Public,University of Alabama at Birmingham,1,5208,Finance and Financial Management Services.,3,0,41342,1
100663,Public,University of Alabama at Birmingham,1,5212,Management Information Systems and Services.,3,0,52420,1
100663,Public,University of Alabama at Birmingham,1,5212,Management Information Systems and Services.,5,1,78896,1
100663,Public,University of Alabama at Birmingham,1,5214,Marketing.,3,0,36344,0
100663,Public,University of Alabama at Birmingham,1,5401,History.,3,0,27536,0
100706,Public,University of Alabama in Huntsville,1,901,Communication and Media Studies.,3,0,24421,0
100706,Public,University of Alabama in Huntsville,1,1101,"Computer and Information Sciences, General.",3,0,63275,1
100706,Public,University of Alabama in Huntsville,1,1101,"Computer and Information Sciences, General.",5,1,90856,1
100706,Public,University of Alabama in Huntsville,1,1110,Computer/Information Technology Administration and Management.,5,1,84653,1
100706,Public,University of Alabama in Huntsville,1,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",3,0,33022,0
100706,Public,University of Alabama in Huntsville,1,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,1,45980,1
100706,Public,University of Alabama in Huntsville,1,1401,"Engineering, General.",3,0,58221,1
100706,Public,University of Alabama in Huntsville,1,1402,"Aerospace, Aeronautical and Astronautical Engineering.",5,1,76460,1
100706,Public,University of Alabama in Huntsville,1,1407,Chemical Engineering.,3,0,48432,1
100706,Public,University of Alabama in Huntsville,1,1408,Civil Engineering.,3,0,58943,1
100706,Public,University of Alabama in Huntsville,1,1409,Computer Engineering.,3,0,63005,1
100706,Public,University of Alabama in Huntsville,1,1410,"Electrical, Electronics and Communications Engineering.",3,0,66821,1
100706,Public,University of Alabama in Huntsville,1,1419,Mechanical Engineering.,3,0,64493,1
100706,Public,University of Alabama in Huntsville,1,1419,Mechanical Engineering.,5,1,71575,1
100706,Public,University of Alabama in Huntsville,1,1435,Industrial Engineering.,3,0,61516,1
100706,Public,University of Alabama in Huntsville,1,1435,Industrial Engineering.,5,1,91006,1
100706,Public,University of Alabama in Huntsville,1,2301,"English Language and Literature, General.",3,0,23649,0
100706,Public,University of Alabama in Huntsville,1,2301,"English Language and Literature, General.",5,1,36349,0
100706,Public,University of Alabama in Huntsville,1,2601,"Biology, General.",3,0,27618,0
100706,Public,University of Alabama in Huntsville,1,2701,Mathematics.,3,0,55964,1
100706,Public,University of Alabama in Huntsville,1,3105,Health and Physical Education/Fitness.,3,0,19455,0
100706,Public,University of Alabama in Huntsville,1,4008,Physics.,3,0,57318,1
100706,Public,University of Alabama in Huntsville,1,4201,"Psychology, General.",3,0,19227,0
100706,Public,University of Alabama in Huntsville,1,4511,Sociology.,3,0,30771,0
100706,Public,University of Alabama in Huntsville,1,5007,Fine and Studio Arts.,3,0,35416,0
100706,Public,University of Alabama in Huntsville,1,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,0,51213,1
100706,Public,University of Alabama in Huntsville,1,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",5,1,93383,1
100706,Public,University of Alabama in Huntsville,1,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",6,1,97959,1
100706,Public,University of Alabama in Huntsville,1,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",8,1,88448,1
100706,Public,University of Alabama in Huntsville,1,5202,"Business Administration, Management and Operations.",3,0,40017,1
100706,Public,University of Alabama in Huntsville,1,5202,"Business Administration, Management and Operations.",5,1,68499,1
100706,Public,University of Alabama in Huntsville,1,5203,Accounting and Related Services.,3,0,39009,0
100706,Public,University of Alabama in Huntsville,1,5203,Accounting and Related Services.,5,1,55151,1
100706,Public,University of Alabama in Huntsville,1,5208,Finance and Financial Management Services.,3,0,41937,1
100706,Public,University of Alabama in Huntsville,1,5212,Management Information Systems and Services.,3,0,50606,1
100706,Public,University of Alabama in Huntsville,1,5212,Management Information Systems and Services.,5,1,61516,1
100706,Public,University of Alabama in Huntsville,1,5214,Marketing.,3,0,43426,1
100724,Public,Alabama State University,1,901,Communication and Media Studies.,3,0,24837,0
100724,Public,Alabama State University,1,1104,Information Science/Studies.,3,0,30305,0
100724,Public,Alabama State University,1,1304,Educational Administration and Supervision.,5,1,52107,1
100724,Public,Alabama State University,1,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",3,0,30771,0
100724,Public,Alabama State University,1,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,1,49136,1
100724,Public,Alabama State University,1,1313,"Teacher Education and Professional Development, Specific Subject Areas.",3,0,34704,0
100724,Public,Alabama State University,1,2601,"Biology, General.",3,0,28236,0
100724,Public,Alabama State University,1,4005,Chemistry.,3,0,27439,0
100724,Public,Alabama State University,1,4201,"Psychology, General.",3,0,25856,0
100724,Public,Alabama State University,1,4301,Criminal Justice and Corrections.,3,0,30771,0
100724,Public,Alabama State University,1,4407,Social Work.,3,0,28055,0
100724,Public,Alabama State University,1,4499,"Public Administration and Social Service Professions, Other.",5,1,35701,0
100724,Public,Alabama State University,1,5005,Drama/Theatre Arts and Stagecraft.,3,0,15552,0
100724,Public,Alabama State University,1,5007,Fine and Studio Arts.,3,0,16786,0
100724,Public,Alabama State University,1,5107,Health and Medical Administrative Services.,3,0,29685,0
100724,Public,Alabama State University,1,5123,Rehabilitation and Therapeutic Professions.,3,0,27517,0
100724,Public,Alabama State University,1,5123,Rehabilitation and Therapeutic Professions.,5,1,59124,1
100724,Public,Alabama State University,1,5123,Rehabilitation and Therapeutic Professions.,6,1,81997,1
100724,Public,Alabama State University,1,5202,"Business Administration, Management and Operations.",3,0,35594,0
100724,Public,Alabama State University,1,5203,Accounting and Related Services.,3,0,36852,0
100724,Public,Alabama State University,1,5214,Marketing.,3,0,29685,0
100751,Public,The University of Alabama,1,301,Natural Resources Conservation and Research.,3,0,30409,0
100751,Public,The University of Alabama,1,501,Area Studies.,3,0,38289,0
100751,Public,The University of Alabama,1,901,Communication and Media Studies.,3,0,36668,0
100751,Public,The University of Alabama,1,901,Communication and Media Studies.,5,1,47260,1
100751,Public,The University of Alabama,1,904,Journalism.,3,0,30499,0
100751,Public,The University of Alabama,1,907,"Radio, Television, and Digital Communication.",3,0,31523,0
100751,Public,The University of Alabama,1,909,"Public Relations, Advertising, and Applied Communication.",3,0,40346,1
100751,Public,The University of Alabama,1,1101,"Computer and Information Sciences, General.",3,0,67995,1
100751,Public,The University of Alabama,1,1304,Educational Administration and Supervision.,5,1,52107,1
100751,Public,The University of Alabama,1,1304,Educational Administration and Supervision.,6,1,81210,1
100751,Public,The University of Alabama,1,1310,Special Education and Teaching.,3,0,38289,0
100751,Public,The University of Alabama,1,1310,Special Education and Teaching.,5,1,44666,1
100751,Public,The University of Alabama,1,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",3,0,37738,0
100751,Public,The University of Alabama,1,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,1,47630,1
100751,Public,The University of Alabama,1,1313,"Teacher Education and Professional Development, Specific Subject Areas.",3,0,31585,0
100751,Public,The University of Alabama,1,1313,"Teacher Education and Professional Development, Specific Subject Areas.",5,1,35416,0
100751,Public,The University of Alabama,1,1402,"Aerospace, Aeronautical and Astronautical Engineering.",3,0,65486,1
100751,Public,The University of Alabama,1,1402,"Aerospace, Aeronautical and Astronautical Engineering.",5,1,71575,1
100751,Public,The University of Alabama,1,1407,Chemical Engineering.,3,0,62508,1
100751,Public,The University of Alabama,1,1408,Civil Engineering.,3,0,61651,1
100751,Public,The University of Alabama,1,1408,Civil Engineering.,5,1,68219,1
100751,Public,The University of Alabama,1,1410,"Electrical, Electronics and Communications Engineering.",3,0,69710,1
100751,Public,The University of Alabama,1,1419,Mechanical Engineering.,3,0,67402,1
100751,Public,The University of Alabama,1,1609,"Romance Languages, Literatures, and Linguistics.",3,0,31839,0
100751,Public,The University of Alabama,1,1901,"Family and Consumer Sciences/Human Sciences, General.",3,0,31021,0
100751,Public,The University of Alabama,1,1901,"Family and Consumer Sciences/Human Sciences, General.",5,1,50231,1
100751,Public,The University of Alabama,1,1904,Family and Consumer Economics and Related Studies.,3,0,39153,0
100751,Public,The University of Alabama,1,1907,"Human Development, Family Studies, and Related Services.",3,0,30119,0
100751,Public,The University of Alabama,1,1909,Apparel and Textiles.,3,0,35274,0
100751,Public,The University of Alabama,1,2201,Law.,7,1,63572,1
100751,Public,The University of Alabama,1,2202,Legal Research and Advanced Professional Studies.,5,1,93646,1
100751,Public,The University of Alabama,1,2301,"English Language and Literature, General.",3,0,27669,0
100751,Public,The University of Alabama,1,2313,Rhetoric and Composition/Writing Studies.,5,1,25194,0
100751,Public,The University of Alabama,1,2501,Library Science and Administration.,5,1,42841,1
100751,Public,The University of Alabama,1,2601,"Biology, General.",3,0,28055,0
100751,Public,The University of Alabama,1,2613,"Ecology, Evolution, Systematics, and Population Biology.",3,0,25658,0
100751,Public,The University of Alabama,1,2701,Mathematics.,3,0,53775,1
100751,Public,The University of Alabama,1,3000,"Multi-/Interdisciplinary Studies, General.",3,0,35274,0
100751,Public,The University of Alabama,1,3105,Health and Physical Education/Fitness.,6,1,76460,1
100751,Public,The University of Alabama,1,4005,Chemistry.,6,1,66171,1
100751,Public,The University of Alabama,1,4006,Geological and Earth Sciences/Geosciences.,3,0,44971,1
100751,Public,The University of Alabama,1,4201,"Psychology, General.",3,0,27319,0
100751,Public,The University of Alabama,1,4201,"Psychology, General.",6,1,74241,1
100751,Public,The University of Alabama,1,4228,"Clinical, Counseling and Applied Psychology.",5,1,48667,1
100751,Public,The University of Alabama,1,4301,Criminal Justice and Corrections.,3,0,33741,0
100751,Public,The University of Alabama,1,4404,Public Administration.,5,1,41205,1
100751,Public,The University of Alabama,1,4407,Social Work.,3,0,33459,0
100751,Public,The University of Alabama,1,4407,Social Work.,5,1,39254,0
100751,Public,The University of Alabama,1,4502,Anthropology.,3,0,29141,0
100751,Public,The University of Alabama,1,4507,Geography and Cartography.,3,0,42682,1
100751,Public,The University of Alabama,1,4509,International Relations and National Security Studies.,3,0,34420,0
100751,Public,The University of Alabama,1,4510,Political Science and Government.,3,0,38092,0
100751,Public,The University of Alabama,1,5003,Dance.,3,0,21508,0
100751,Public,The University of Alabama,1,5004,Design and Applied Arts.,3,0,41565,1
100751,Public,The University of Alabama,1,5005,Drama/Theatre Arts and Stagecraft.,3,0,16992,0
100751,Public,The University of Alabama,1,5005,Drama/Theatre Arts and Stagecraft.,5,1,41789,1
100751,Public,The University of Alabama,1,5007,Fine and Studio Arts.,3,0,27497,0
100751,Public,The University of Alabama,1,5009,Music.,3,0,28405,0
100751,Public,The University of Alabama,1,5009,Music.,5,1,31839,0
100751,Public,The University of Alabama,1,5102,Communication Disorders Sciences and Services.,5,1,57318,1
100751,Public,The University of Alabama,1,5122,Public Health.,3,0,29685,0
100751,Public,The University of Alabama,1,5123,Rehabilitation and Therapeutic Professions.,5,1,36668,0
100751,Public,The University of Alabama,1,5131,Dietetics and Clinical Nutrition Services.,3,0,31314,0
100751,Public,The University of Alabama,1,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,0,56748,1
100751,Public,The University of Alabama,1,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",5,1,87973,1
100751,Public,The University of Alabama,1,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",6,1,110878,1
100751,Public,The University of Alabama,1,5199,"Health Professions and Related Clinical Sciences, Other.",3,0,31133,0
100751,Public,The University of Alabama,1,5199,"Health Professions and Related Clinical Sciences, Other.",5,1,48563,1
100751,Public,The University of Alabama,1,5202,"Business Administration, Management and Operations.",3,0,43629,1
100751,Public,The University of Alabama,1,5202,"Business Administration, Management and Operations.",5,1,81031,1
100751,Public,The University of Alabama,1,5203,Accounting and Related Services.,3,0,53883,1
100751,Public,The University of Alabama,1,5203,Accounting and Related Services.,5,1,60106,1
100751,Public,The University of Alabama,1,5206,Business/Managerial Economics.,3,0,48849,1
100751,Public,The University of Alabama,1,5208,Finance and Financial Management Services.,3,0,52107,1
100751,Public,The University of Alabama,1,5209,Hospitality Administration/Management.,3,0,35307,0
100751,Public,The University of Alabama,1,5212,Management Information Systems and Services.,3,0,73251,1
100751,Public,The University of Alabama,1,5213,Management Sciences and Quantitative Methods.,3,0,56979,1
100751,Public,The University of Alabama,1,5213,Management Sciences and Quantitative Methods.,5,1,85637,1
100751,Public,The University of Alabama,1,5214,Marketing.,3,0,49493,1
100751,Public,The University of Alabama,1,5214,Marketing.,5,1,50606,1
100751,Public,The University of Alabama,1,5216,Taxation.,5,1,62260,1
100751,Public,The University of Alabama,1,5401,History.,3,0,30228,0
100760,Public,Central Alabama Community College,1,1506,Industrial Production Technologies/Technicians.,2,0,34704,0
100760,Public,Central Alabama Community College,1,2401,"Liberal Arts and Sciences, General Studies and Humanities.",2,0,21881,0
100760,Public,Central Alabama Community College,1,3099,"Multi/Interdisciplinary Studies, Other.",2,0,39927,0
100760,Public,Central Alabama Community College,1,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",2,0,50856,1
100760,Public,Central Alabama Community College,1,5139,"Practical Nursing, Vocational Nursing and Nursing Assistants.",1,0,35600,0
100760,Public,Central Alabama Community College,1,5202,"Business Administration, Management and Operations.",2,0,20140,0
100812,Public,Athens State University,1,1101,"Computer and Information Sciences, General.",3,0,67660,1
100812,Public,Athens State University,1,1310,Special Education and Teaching.,3,0,36848,0
100812,Public,Athens State University,1,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",3,0,33335,0
100812,Public,Athens State University,1,1313,"Teacher Education and Professional Development, Specific Subject Areas.",3,0,35748,0
100812,Public,Athens State University,1,2301,"English Language and Literature, General.",3,0,32828,0
100812,Public,Athens State University,1,2401,"Liberal Arts and Sciences, General Studies and Humanities.",3,0,32569,0
100812,Public,Athens State University,1,2601,"Biology, General.",3,0,28598,0
100812,Public,Athens State University,1,2701,Mathematics.,3,0,40461,1
100812,Public,Athens State University,1,3099,"Multi/Interdisciplinary Studies, Other.",3,0,26933,0
100812,Public,Athens State University,1,4201,"Psychology, General.",3,0,21964,0
100812,Public,Athens State University,1,4301,Criminal Justice and Corrections.,3,0,29685,0
100812,Public,Athens State University,1,4501,"Social Sciences, General.",3,0,37208,0
100812,Public,Athens State University,1,5007,Fine and Studio Arts.,3,0,26353,0
100812,Public,Athens State University,1,5202,"Business Administration, Management and Operations.",3,0,44399,1
100812,Public,Athens State University,1,5203,Accounting and Related Services.,3,0,38577,0
100812,Public,Athens State University,1,5210,Human Resources Management and Services.,3,0,38721,0
100812,Public,Athens State University,1,5299,"Business, Management, Marketing, and Related Support Services, Other.",3,0,47260,1
100830,Public,Auburn University at Montgomery,1,301,Natural Resources Conservation and Research.,3,0,34704,0
100830,Public,Auburn University at Montgomery,1,901,Communication and Media Studies.,3,0,23649,0
100830,Public,Auburn University at Montgomery,1,1101,"Computer and Information Sciences, General.",3,0,33993,0
100830,Public,Auburn University at Montgomery,1,1304,Educational Administration and Supervision.,5,1,57318,1
100830,Public,Auburn University at Montgomery,1,1310,Special Education and Teaching.,5,1,47595,1
100830,Public,Auburn University at Montgomery,1,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",3,0,36968,0
100830,Public,Auburn University at Montgomery,1,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,1,44989,1
100830,Public,Auburn University at Montgomery,1,2401,"Liberal Arts and Sciences, General Studies and Humanities.",5,1,42682,1
100830,Public,Auburn University at Montgomery,1,2601,"Biology, General.",3,0,25194,0
100830,Public,Auburn University at Montgomery,1,3105,Health and Physical Education/Fitness.,3,0,29685,0
100830,Public,Auburn University at Montgomery,1,3105,Health and Physical Education/Fitness.,5,1,36132,0
100830,Public,Auburn University at Montgomery,1,4201,"Psychology, General.",3,0,20530,0
100830,Public,Auburn University at Montgomery,1,4301,Criminal Justice and Corrections.,3,0,30047,0
100830,Public,Auburn University at Montgomery,1,4301,Criminal Justice and Corrections.,5,1,39729,0
100830,Public,Auburn University at Montgomery,1,4404,Public Administration.,5,1,43798,1
100830,Public,Auburn University at Montgomery,1,5007,Fine and Studio Arts.,3,0,21234,0
100830,Public,Auburn University at Montgomery,1,5110,Clinical/Medical Laboratory Science/Research and Allied Professions.,3,0,47729,1
100830,Public,Auburn University at Montgomery,1,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,0,53775,1
100830,Public,Auburn University at Montgomery,1,5201,"Business/Commerce, General.",3,0,36134,0
100830,Public,Auburn University at Montgomery,1,5201,"Business/Commerce, General.",5,1,59576,1
100830,Public,Auburn University at Montgomery,1,5202,"Business Administration, Management and Operations.",3,0,39009,0
100830,Public,Auburn University at Montgomery,1,5203,Accounting and Related Services.,3,0,35416,0
100830,Public,Auburn University at Montgomery,1,5203,Accounting and Related Services.,5,1,49683,1
100830,Public,Auburn University at Montgomery,1,5208,Finance and Financial Management Services.,3,0,36848,0
100830,Public,Auburn University at Montgomery,1,5210,Human Resources Management and Services.,3,0,29685,0
100830,Public,Auburn University at Montgomery,1,5212,Management Information Systems and Services.,3,0,37568,0
100830,Public,Auburn University at Montgomery,1,5214,Marketing.,3,0,32210,0
100858,Public,Auburn University,1,101,Agricultural Business and Management.,3,0,48849,1
100858,Public,Auburn University,1,103,Agricultural Production Operations.,5,1,46478,1
100858,Public,Auburn University,1,109,Animal Sciences.,3,0,43957,1
100858,Public,Auburn University,1,109,Animal Sciences.,5,1,43426,1
100858,Public,Auburn University,1,111,Plant Sciences.,3,0,37856,0
100858,Public,Auburn University,1,111,Plant Sciences.,5,1,43314,1
100858,Public,Auburn University,1,180,Veterinary Medicine.,7,1,76849,1
100858,Public,Auburn University,1,305,Forestry.,3,0,49331,1
100858,Public,Auburn University,1,306,Wildlife and Wildlands Science and Management.,3,0,29685,0
100858,Public,Auburn University,1,402,Architecture.,3,0,53358,1
100858,Public,Auburn University,1,405,Interior Architecture.,3,0,57318,1
100858,Public,Auburn University,1,410,Real Estate Development.,5,1,96183,1
100858,Public,Auburn University,1,901,Communication and Media Studies.,3,0,34633,0
100858,Public,Auburn University,1,901,Communication and Media Studies.,5,1,41565,1
100858,Public,Auburn University,1,904,Journalism.,3,0,36668,0
100858,Public,Auburn University,1,909,"Public Relations, Advertising, and Applied Communication.",3,0,35274,0
100858,Public,Auburn University,1,1101,"Computer and Information Sciences, General.",3,0,61303,1
100858,Public,Auburn University,1,1301,"Education, General.",5,1,57318,1
100858,Public,Auburn University,1,1304,Educational Administration and Supervision.,5,1,46321,1
100858,Public,Auburn University,1,1304,Educational Administration and Supervision.,6,1,77715,1
100858,Public,Auburn University,1,1310,Special Education and Teaching.,3,0,36398,0
100858,Public,Auburn University,1,1310,Special Education and Teaching.,5,1,42905,1
100858,Public,Auburn University,1,1311,Student Counseling and Personnel Services.,5,1,37568,0
100858,Public,Auburn University,1,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",3,0,37343,0
100858,Public,Auburn University,1,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,1,44495,1
100858,Public,Auburn University,1,1313,"Teacher Education and Professional Development, Specific Subject Areas.",3,0,36924,0
100858,Public,Auburn University,1,1313,"Teacher Education and Professional Development, Specific Subject Areas.",5,1,49179,1
100858,Public,Auburn University,1,1313,"Teacher Education and Professional Development, Specific Subject Areas.",6,1,74576,1
